0	6.666666666222223e-11	1.0	3.3333333332222224e-11
0	6.666666666222223e-11	1.0	3.3333333332222224e-11
1	6.666666666222223e-11	1.0	3.3333333332222224e-11
2	6.666666666222223e-11	1.0	3.3333333332222224e-11
3	6.666666666222223e-11	1.0	3.3333333332222224e-11
4	6.666666666222223e-11	1.0	3.3333333332222224e-11
5	6.666666666222223e-11	1.0	3.3333333332222224e-11
6	6.666666666222223e-11	1.0	3.3333333332222224e-11
7	6.666666666222223e-11	1.0	3.3333333332222224e-11
8	6.666666666222223e-11	1.0	3.3333333332222224e-11
9	6.666666666222223e-11	1.0	3.3333333332222224e-11
10	6.666666666222223e-11	1.0	3.3333333332222224e-11
11	6.666666666222223e-11	1.0	3.3333333332222224e-11
12	6.666666666222223e-11	1.0	3.3333333332222224e-11
13	6.666666666222223e-11	1.0	3.3333333332222224e-11
14	6.666666666222223e-11	1.0	3.3333333332222224e-11
15	6.666666666222223e-11	1.0	3.3333333332222224e-11
16	6.666666666222223e-11	1.0	3.3333333332222224e-11
17	6.666666666222223e-11	1.0	3.3333333332222224e-11
18	6.666666666222223e-11	1.0	3.3333333332222224e-11
19	6.666666666222223e-11	1.0	3.3333333332222224e-11
20	6.666666666222223e-11	1.0	3.3333333332222224e-11
21	6.666666666222223e-11	1.0	3.3333333332222224e-11
22	6.666666666222223e-11	1.0	3.3333333332222224e-11
23	6.666666666222223e-11	1.0	3.3333333332222224e-11
24	6.666666666222223e-11	1.0	3.3333333332222224e-11
25	6.666666666222223e-11	1.0	3.3333333332222224e-11
26	6.666666666222223e-11	1.0	3.3333333332222224e-11
27	6.666666666222223e-11	1.0	3.3333333332222224e-11
28	6.666666666222223e-11	1.0	3.3333333332222224e-11
29	6.666666666222223e-11	1.0	3.3333333332222224e-11
0	6.666666666222223e-11	1.0	3.3333333332222224e-11
0	6.666666666222223e-11	1.0	3.3333333332222224e-11
1	6.666666666222223e-11	1.0	3.3333333332222224e-11
2	6.666666666222223e-11	1.0	3.3333333332222224e-11
3	6.666666666222223e-11	1.0	3.3333333332222224e-11
4	6.666666666222223e-11	1.0	3.3333333332222224e-11
5	6.666666666222223e-11	1.0	3.3333333332222224e-11
6	6.666666666222223e-11	1.0	3.3333333332222224e-11
7	6.666666666222223e-11	1.0	3.3333333332222224e-11
8	6.666666666222223e-11	1.0	3.3333333332222224e-11
9	6.666666666222223e-11	1.0	3.3333333332222224e-11
10	6.666666666222223e-11	1.0	3.3333333332222224e-11
11	6.666666666222223e-11	1.0	3.3333333332222224e-11
12	6.666666666222223e-11	1.0	3.3333333332222224e-11
13	6.666666666222223e-11	1.0	3.3333333332222224e-11
14	6.666666666222223e-11	1.0	3.3333333332222224e-11
15	6.666666666222223e-11	1.0	3.3333333332222224e-11
16	6.666666666222223e-11	1.0	3.3333333332222224e-11
17	6.666666666222223e-11	1.0	3.3333333332222224e-11
18	6.666666666222223e-11	1.0	3.3333333332222224e-11
19	6.666666666222223e-11	1.0	3.3333333332222224e-11
20	6.666666666222223e-11	1.0	3.3333333332222224e-11
21	6.666666666222223e-11	1.0	3.3333333332222224e-11
22	6.666666666222223e-11	1.0	3.3333333332222224e-11
23	6.666666666222223e-11	1.0	3.3333333332222224e-11
24	6.666666666222223e-11	1.0	3.3333333332222224e-11
25	6.666666666222223e-11	1.0	3.3333333332222224e-11
26	6.666666666222223e-11	1.0	3.3333333332222224e-11
27	6.666666666222223e-11	1.0	3.3333333332222224e-11
28	6.666666666222223e-11	1.0	3.3333333332222224e-11
29	6.666666666222223e-11	1.0	3.3333333332222224e-11
0	6.666666666222223e-11	1.0	3.3333333332222224e-11
0	6.666666666222223e-11	1.0	3.3333333332222224e-11
1	6.666666666222223e-11	1.0	3.3333333332222224e-11
2	6.666666666222223e-11	1.0	3.3333333332222224e-11
3	6.666666666222223e-11	1.0	3.3333333332222224e-11
4	6.666666666222223e-11	1.0	3.3333333332222224e-11
5	6.666666666222223e-11	1.0	3.3333333332222224e-11
6	6.666666666222223e-11	1.0	3.3333333332222224e-11
7	6.666666666222223e-11	1.0	3.3333333332222224e-11
8	6.666666666222223e-11	1.0	3.3333333332222224e-11
9	6.666666666222223e-11	1.0	3.3333333332222224e-11
10	6.666666666222223e-11	1.0	3.3333333332222224e-11
11	6.666666666222223e-11	1.0	3.3333333332222224e-11
12	6.666666666222223e-11	1.0	3.3333333332222224e-11
13	6.666666666222223e-11	1.0	3.3333333332222224e-11
14	6.666666666222223e-11	1.0	3.3333333332222224e-11
15	6.666666666222223e-11	1.0	3.3333333332222224e-11
16	6.666666666222223e-11	1.0	3.3333333332222224e-11
17	6.666666666222223e-11	1.0	3.3333333332222224e-11
18	6.666666666222223e-11	1.0	3.3333333332222224e-11
19	6.666666666222223e-11	1.0	3.3333333332222224e-11
20	6.666666666222223e-11	1.0	3.3333333332222224e-11
21	6.666666666222223e-11	1.0	3.3333333332222224e-11
22	6.666666666222223e-11	1.0	3.3333333332222224e-11
23	6.666666666222223e-11	1.0	3.3333333332222224e-11
24	6.666666666222223e-11	1.0	3.3333333332222224e-11
25	6.666666666222223e-11	1.0	3.3333333332222224e-11
26	6.666666666222223e-11	1.0	3.3333333332222224e-11
27	6.666666666222223e-11	1.0	3.3333333332222224e-11
28	6.666666666222223e-11	1.0	3.3333333332222224e-11
29	6.666666666222223e-11	1.0	3.3333333332222224e-11
0	6.666666666222223e-11	1.0	3.3333333332222224e-11
0	6.666666666222223e-11	1.0	3.3333333332222224e-11
1	6.666666666222223e-11	1.0	3.3333333332222224e-11
2	6.666666666222223e-11	1.0	3.3333333332222224e-11
3	6.666666666222223e-11	1.0	3.3333333332222224e-11
4	6.666666666222223e-11	1.0	3.3333333332222224e-11
5	6.666666666222223e-11	1.0	3.3333333332222224e-11
6	6.666666666222223e-11	1.0	3.3333333332222224e-11
7	6.666666666222223e-11	1.0	3.3333333332222224e-11
8	6.666666666222223e-11	1.0	3.3333333332222224e-11
9	6.666666666222223e-11	1.0	3.3333333332222224e-11
10	6.666666666222223e-11	1.0	3.3333333332222224e-11
11	6.666666666222223e-11	1.0	3.3333333332222224e-11
12	6.666666666222223e-11	1.0	3.3333333332222224e-11
13	6.666666666222223e-11	1.0	3.3333333332222224e-11
14	6.666666666222223e-11	1.0	3.3333333332222224e-11
15	6.666666666222223e-11	1.0	3.3333333332222224e-11
16	6.666666666222223e-11	1.0	3.3333333332222224e-11
17	6.666666666222223e-11	1.0	3.3333333332222224e-11
18	6.666666666222223e-11	1.0	3.3333333332222224e-11
19	6.666666666222223e-11	1.0	3.3333333332222224e-11
20	6.666666666222223e-11	1.0	3.3333333332222224e-11
21	6.666666666222223e-11	1.0	3.3333333332222224e-11
22	6.666666666222223e-11	1.0	3.3333333332222224e-11
23	6.666666666222223e-11	1.0	3.3333333332222224e-11
24	6.666666666222223e-11	1.0	3.3333333332222224e-11
25	6.666666666222223e-11	1.0	3.3333333332222224e-11
26	6.666666666222223e-11	1.0	3.3333333332222224e-11
27	6.666666666222223e-11	1.0	3.3333333332222224e-11
28	6.666666666222223e-11	1.0	3.3333333332222224e-11
29	6.666666666222223e-11	1.0	3.3333333332222224e-11
